Rank,PlayerID,Name,Team,ByeWeek,Age,Position,PositionRank,Week1ADP,Week2ADP,Week3ADP,HighestADP,LowestADP,AverageDraftPosition
1,16771,Todd Gurley II,LAR,null,27,RB,RB1,null,null,null,null,null,1.4
2,14967,Le'Veon Bell,PIT,null,30,RB,RB2,476,476,476,476,476,2.6
3,16847,David Johnson,ARI,null,30,RB,RB3,103.8,103.8,103.8,103.8,103.8,3.5
4,17923,Ezekiel Elliott,DAL,7,26,RB,RB4,null,null,null,null,null,3.7
5,19766,Saquon Barkley,NYG,10,25,RB,RB5,null,null,null,null,null,6
6,11056,Antonio Brown,PIT,null,33,WR,WR1,78.1,78.1,78.1,78.1,78.1,6.5
7,18878,Alvin Kamara,NO,6,26,RB,RB6,null,null,null,null,null,6.6
8,18803,Leonard Fournette,JAX,9,27,RB,RB7,null,null,null,null,null,7.8
9,16776,Melvin Gordon III,LAC,11,29,RB,RB8,null,null,null,null,null,8.9
10,18944,Kareem Hunt,KC,13,26,RB,RB9,null,null,null,null,null,10.1
11,14986,DeAndre Hopkins,HOU,12,29,WR,WR2,null,null,null,null,null,11
12,16389,Odell Beckham Jr.,NYG,null,29,WR,WR3,68.6,68.6,68.6,68.6,68.6,12.4
13,18872,Dalvin Cook,MIN,7,26,RB,RB10,null,null,null,null,null,13.3
14,18877,Christian McCaffrey,CAR,13,25,RB,RB11,null,null,null,null,null,13.8
15,13291,Julio Jones,ATL,null,33,WR,WR4,43.1,43.1,43.1,43.1,43.1,15.1
16,18067,Jordan Howard,CHI,null,27,RB,RB12,306,306,306,306,306,15.9
17,16524,Devonta Freeman,ATL,null,30,RB,RB13,777,777,777,777,777,17.3
18,17960,Michael Thomas,NO,6,29,WR,WR5,null,null,null,null,null,17.7
19,16470,Davante Adams,GB,8,29,WR,WR6,null,null,null,null,null,18.9
20,15076,Keenan Allen,LAC,7,30,WR,WR7,null,null,null,null,null,20.4
21,18858,Joe Mixon,CIN,10,25,RB,RB14,null,null,null,null,null,21
21,10974,Rob Gronkowski,NE,null,32,TE,TE1,81,81,81,81,81,21
23,12845,A.J. Green,CIN,12,33,WR,WR8,null,null,null,null,null,22.8
24,18088,Alex Collins,BAL,null,27,RB,RB15,282,282,282,282,282,24.6
25,17959,Derrick Henry,TEN,13,28,RB,RB16,null,null,null,null,null,24.7
26,18082,Tyreek Hill,KC,14,28,WR,WR9,null,null,null,null,null,26.6
27,16597,Mike Evans,TB,9,28,WR,WR10,null,null,null,null,null,27.2
28,11932,LeSean McCoy,BUF,null,33,RB,RB17,null,null,null,null,null,28.5
29,16906,Stefon Diggs,MIN,7,28,WR,WR11,null,null,null,null,null,28.6
30,19823,Royce Freeman,DEN,10,26,RB,RB18,null,null,null,null,null,29.3
31,2593,Aaron Rodgers,GB,13,38,QB,QB1,null,null,null,null,null,29.9
32,14005,T.Y. Hilton,IND,null,32,WR,WR12,null,null,null,null,null,30.3
33,15048,Travis Kelce,KC,12,32,TE,TE2,null,null,null,null,null,32.9
34,18003,Kenyan Drake,MIA,8,28,RB,RB19,null,null,null,null,null,34.1
35,13791,Lamar Miller,HOU,null,31,RB,RB20,647,647,647,647,647,34.4
36,16765,Amari Cooper,LV,13,27,WR,WR13,null,null,null,null,null,35.8
37,13460,Doug Baldwin,SEA,null,33,WR,WR14,null,null,null,null,null,36.5
38,15534,Adam Thielen,MIN,7,31,WR,WR15,null,null,null,null,null,38
39,16909,Jay Ajayi,PHI,null,28,RB,RB21,null,null,null,null,null,39.4
40,18883,JuJu Smith-Schuster,PIT,12,25,WR,WR16,null,null,null,null,null,40.4
41,18857,Deshaun Watson,HOU,13,26,QB,QB2,null,null,null,null,null,41.5
42,12386,Marshawn Lynch,LV,null,36,RB,RB22,null,null,null,null,null,42.5
43,5571,Larry Fitzgerald,ARI,null,38,WR,WR17,null,null,null,null,null,42.7
44,14587,Josh Gordon,CLE,12,31,WR,WR18,null,null,null,null,null,43.3
45,14856,Zach Ertz,PHI,12,31,TE,TE3,null,null,null,null,null,44
46,13337,Mark Ingram II,NO,6,32,RB,RB23,null,null,null,null,null,44.3
47,14828,Chris Hogan,NE,null,34,WR,WR19,503,503,503,503,503,45.7
48,16668,Carlos Hyde,JAX,null,31,RB,RB24,202,202,202,202,202,47.8
49,11488,Jimmy Graham,GB,null,35,TE,TE4,343,343,343,343,343,48.9
50,16568,Brandin Cooks,LAR,10,28,WR,WR20,null,null,null,null,null,49.3
51,11197,Demaryius Thomas,DEN,null,34,WR,WR21,null,null,null,null,null,51.9
52,4314,Tom Brady,NE,9,44,QB,QB3,null,null,null,null,null,52
53,18995,Jamaal Williams,GB,9,27,RB,RB25,null,null,null,null,null,52.7
54,16020,Jarvis Landry,CLE,null,29,WR,WR22,118.3,118.3,118.3,118.3,118.3,53
55,14865,Marquise Goodwin,SF,null,31,WR,WR23,234,234,234,234,234,53.8
56,19822,Kerryon Johnson,DET,null,24,RB,RB26,1154,1154,1154,1154,1154,54
57,16263,Allen Robinson II,CHI,11,28,WR,WR24,null,null,null,null,null,56.3
58,13870,Marvin Jones Jr.,DET,7,32,WR,WR25,null,null,null,null,null,58.3
59,14536,Russell Wilson,SEA,11,33,QB,QB4,null,null,null,null,null,58.6
60,14917,Rex Burkhead,NE,10,31,RB,RB27,null,null,null,null,null,58.8
61,19119,Chris Carson,SEA,9,27,RB,RB28,null,null,null,null,null,59.7
62,1658,Greg Olsen,CAR,null,37,TE,TE5,null,null,null,null,null,60.2
63,12708,Dion Lewis,TEN,null,31,RB,RB29,null,null,null,null,null,62.4
64,7242,Drew Brees,NO,null,43,QB,QB5,null,null,null,null,null,63.7
65,18879,Corey Davis,TEN,6,27,WR,WR26,null,null,null,null,null,65
66,11611,Golden Tate,DET,null,33,WR,WR27,null,null,null,null,null,65.9
67,13320,Cam Newton,CAR,null,32,QB,QB6,631,631,631,631,631,66.8
68,18375,Peyton Barber,TB,null,28,RB,RB30,331,331,331,331,331,67
69,15965,Trey Burton,CHI,null,30,TE,TE6,null,null,null,null,null,67.1
70,17916,William Fuller V,HOU,null,28,WR,WR28,125.7,125.7,125.7,125.7,125.7,67.9
71,11063,Emmanuel Sanders,DEN,null,35,WR,WR29,174,174,174,174,174,69.4
72,18912,Evan Engram,NYG,7,27,TE,TE7,null,null,null,null,null,72.8
73,16834,Tevin Coleman,ATL,6,29,RB,RB31,null,null,null,null,null,73.3
74,19799,Rashaad Penny,SEA,9,26,RB,RB32,null,null,null,null,null,75.4
75,8355,Julian Edelman,NE,null,35,WR,WR30,599,599,599,599,599,75.5
76,14187,Alshon Jeffery,PHI,null,32,WR,WR31,null,null,null,null,null,76
77,13275,Kyle Rudolph,MIN,null,32,TE,TE8,375,375,375,375,375,76.5
78,9331,Michael Crabtree,BAL,null,34,WR,WR32,null,null,null,null,null,78.6
78,16127,Isaiah Crowell,NYJ,null,29,RB,RB33,null,null,null,null,null,78.6
80,19828,Sony Michel,NE,null,27,RB,RB34,90.4,90.4,90.4,90.4,90.4,78.7
81,14252,Kirk Cousins,MIN,7,33,QB,QB7,null,null,null,null,null,80.6
82,17920,Carson Wentz,PHI,9,29,QB,QB8,null,null,null,null,null,81.4
83,7175,Delanie Walker,TEN,null,37,TE,TE9,null,null,null,null,null,82.3
83,4807,Adrian Peterson,WAS,null,37,RB,RB35,null,null,null,null,null,82.3
85,16003,Sammy Watkins,KC,13,28,WR,WR33,null,null,null,null,null,82.8
86,18998,Marlon Mack,IND,10,26,RB,RB36,null,null,null,null,null,85.1
87,14008,Andrew Luck,IND,null,32,QB,QB9,null,null,null,null,null,85.2
88,18187,Robby Anderson,NYJ,13,28,WR,WR34,null,null,null,null,null,85.6
89,19045,Aaron Jones,GB,13,27,RB,RB37,null,null,null,null,null,87.5
90,16802,Devin Funchess,CAR,null,27,WR,WR35,807,807,807,807,807,87.7
91,4556,Jordy Nelson,LV,null,36,WR,WR36,null,null,null,null,null,90.2
92,15102,Chris Thompson,WAS,null,31,RB,RB38,null,null,null,null,null,90.6
93,52,Jacksonville Jaguars,JAX,7,null,DST,DST1,null,null,null,null,null,91
94,18882,Cooper Kupp,LAR,11,28,WR,WR37,null,null,null,null,null,92.4
95,15100,Jordan Reed,WAS,null,31,TE,TE10,null,null,null,null,null,92.5
96,19861,Ronald Jones II,TB,12,24,RB,RB39,null,null,null,null,null,92.7
97,9038,Matthew Stafford,DET,11,34,QB,QB10,null,null,null,null,null,94.6
98,16041,Jimmy Garoppolo,SF,6,30,QB,QB11,null,null,null,null,null,97.1
99,16781,Nelson Agholor,PHI,14,28,WR,WR38,null,null,null,null,null,97.4
100,19003,Tarik Cohen,CHI,null,26,RB,RB40,235,235,235,235,235,97.8
101,18914,Mike Williams,LAC,7,27,WR,WR39,null,null,null,null,null,99.8
102,32,Los Angeles Rams,LAR,11,null,DST,DST2,null,null,null,null,null,100.3
103,13227,Randall Cobb,GB,13,31,WR,WR40,null,null,null,null,null,101.5
104,18876,David Njoku,CLE,13,25,TE,TE11,null,null,null,null,null,102.1
105,12296,LeGarrette Blount,DET,null,35,RB,RB41,null,null,null,null,null,103.4
106,8244,Philip Rivers,LAC,null,40,QB,QB12,null,null,null,null,null,103.7
107,16550,Kelvin Benjamin,BUF,null,31,WR,WR41,null,null,null,null,null,105.6
108,67,Minnesota Vikings,MIN,7,null,DST,DST3,null,null,null,null,null,106.9
109,15196,Kenny Stills,MIA,null,30,WR,WR42,703,703,703,703,703,107
110,732,Matt Ryan,ATL,14,36,QB,QB13,null,null,null,null,null,108.1
110,16866,Jamison Crowder,WAS,7,28,WR,WR43,null,null,null,null,null,108.1
112,15071,Latavius Murray,MIN,null,32,RB,RB42,126.5,126.5,126.5,126.5,126.5,109
113,14871,Robert Woods,LAR,13,30,WR,WR44,null,null,null,null,null,109.5
114,19798,Nick Chubb,CLE,13,26,RB,RB43,null,null,null,null,null,111.9
115,15020,CJ Anderson,CAR,null,31,RB,RB44,null,null,null,null,null,112.2
116,3807,Ben Roethlisberger,PIT,null,40,QB,QB14,142.7,142.7,142.7,142.7,142.7,113
117,18890,Patrick Mahomes,KC,12,26,QB,QB15,null,null,null,null,null,114.9
118,26,Philadelphia Eagles,PHI,14,null,DST,DST4,null,null,null,null,null,115.9
118,19548,Corey Clement,PHI,null,27,RB,RB45,383,383,383,383,383,115.9
120,6767,Pierre Garcon,SF,null,35,WR,WR45,null,null,null,null,null,116.5
121,17961,Sterling Shepard,NYG,10,29,WR,WR46,null,null,null,null,null,117
122,16056,James White,NE,14,30,RB,RB46,null,null,null,null,null,118.7
123,84,Los Angeles Chargers,LAC,7,null,DST,DST5,null,null,null,null,null,120
124,19844,DJ Moore,CAR,13,25,WR,WR47,null,null,null,null,null,120.8
125,14269,Alfred Morris,SF,null,33,RB,RB47,657,657,657,657,657,121.3
126,19802,Calvin Ridley,ATL,6,27,WR,WR48,null,null,null,null,null,122.8
127,17922,Jared Goff,LAR,9,27,QB,QB16,null,null,null,null,null,122.9
128,18977,Kenny Golladay,DET,10,28,WR,WR49,null,null,null,null,null,123
129,16253,Allen Hurns,DAL,null,30,WR,WR50,null,null,null,null,null,125.2
130,16640,John Brown,BAL,null,32,WR,WR51,null,null,null,null,null,127.1
131,19063,George Kittle,SF,6,28,TE,TE12,null,null,null,null,null,127.5
132,13,Houston Texans,HOU,10,null,DST,DST6,null,null,null,null,null,128.2
133,36,Baltimore Ravens,BAL,8,null,DST,DST7,null,null,null,null,null,128.8
133,19514,Keelan Cole,JAX,null,29,WR,WR52,195,195,195,195,195,128.8
135,19867,Michael Gallup,DAL,7,26,WR,WR53,null,null,null,null,null,130.8
136,16838,Duke Johnson,CLE,7,28,RB,RB48,null,null,null,null,null,131
137,12800,Bilal Powell,NYJ,null,33,RB,RB49,null,null,null,null,null,131.3
138,6739,Alex Smith,WAS,null,37,QB,QB17,null,null,null,null,null,132.5
139,16855,Ty Montgomery,GB,14,29,WR,WR54,null,null,null,null,null,133.5
140,15602,Jack Doyle,IND,null,31,TE,TE13,356,356,356,356,356,133.8
141,16763,Marcus Mariota,TEN,6,28,QB,QB18,null,null,null,null,null,134.6
142,16830,Tyler Lockett,SEA,9,29,WR,WR55,null,null,null,null,null,135.1
143,17167,Cameron Meredith,NO,null,29,WR,WR56,null,null,null,null,null,135.6
144,19319,Matt Breida,SF,10,27,RB,RB50,null,null,null,null,null,136.5
145,16311,Derek Carr,LV,8,31,QB,QB19,null,null,null,null,null,137.5
146,49,Denver Broncos,DEN,11,null,DST,DST8,null,null,null,null,null,140.2
147,18880,Chris Godwin,TB,9,26,WR,WR57,null,null,null,null,null,142.4
148,14697,Greg Zuerlein,LAR,6,34,K,K1,null,null,null,null,null,144.1
149,19781,Lamar Jackson,BAL,8,25,QB,QB20,null,null,null,null,null,145.8
150,17970,Devontae Booker,DEN,null,29,RB,RB51,153.6,153.6,153.6,153.6,153.6,146.2
150,14385,Doug Martin,LV,null,33,RB,RB52,null,null,null,null,null,146.2
152,69,New Orleans Saints,NO,6,null,DST,DST9,null,null,null,null,null,146.4
153,16775,DeVante Parker,MIA,14,29,WR,WR58,null,null,null,null,null,146.8
154,19979,Jordan Wilkins,IND,13,27,RB,RB53,null,null,null,null,null,147.7
155,2982,Stephen Gostkowski,NE,null,38,K,K2,null,null,null,null,null,147.9
156,14918,Tyler Eifert,CIN,null,31,TE,TE14,680,680,680,680,680,148.4
157,18881,John Ross,CIN,null,26,WR,WR59,null,null,null,null,null,149.6
158,13878,Mohamed Sanu Sr.,ATL,null,32,WR,WR60,246,246,246,246,246,150.9
159,18055,Dak Prescott,DAL,7,28,QB,QB21,null,null,null,null,null,152.1
160,14688,Justin Tucker,BAL,8,32,K,K3,null,null,null,null,null,152.4
161,18983,James Conner,PIT,12,26,RB,RB54,null,null,null,null,null,152.5
162,18269,Geronimo Allison,GB,null,28,WR,WR61,980,980,980,980,980,152.6
163,19864,Anthony Miller,CHI,null,27,WR,WR62,209,209,209,209,209,153.4
164,18811,Mitchell Trubisky,CHI,7,27,QB,QB22,null,null,null,null,null,154.8
165,16451,Eric Ebron,IND,null,29,TE,TE15,320,320,320,320,320,154.9
166,11756,Benjamin Watson,NO,null,41,TE,TE16,null,null,null,null,null,155.2
167,16762,Jameis Winston,TB,6,28,QB,QB23,null,null,null,null,null,155.5
167,19824,Kalen Ballage,MIA,null,26,RB,RB55,305,305,305,305,305,155.5
169,18901,O.J. Howard,TB,7,27,TE,TE17,null,null,null,null,null,155.6
170,17969,Kenneth Dixon,BAL,null,28,RB,RB56,null,null,null,null,null,155.9
171,17963,Austin Hooper,ATL,13,27,TE,TE18,null,null,null,null,null,156.7
172,12239,Chris Ivory,BUF,null,34,RB,RB57,null,null,null,null,null,157.1
173,38,Chicago Bears,CHI,10,null,DST,DST10,null,null,null,null,null,157.3
174,18971,Taywan Taylor,TEN,null,27,WR,WR63,1057,1057,1057,1057,1057,157.9
175,14916,Giovani Bernard,CIN,9,30,RB,RB58,null,null,null,null,null,158
176,16245,Blake Bortles,JAX,null,30,QB,QB24,null,null,null,null,null,158.1
177,16232,Donte Moncrief,JAX,null,28,WR,WR64,740,740,740,740,740,158.7
178,4932,Eli Manning,NYG,null,41,QB,QB25,null,null,null,null,null,159.1
179,18992,Dede Westbrook,JAX,null,28,WR,WR65,272,272,272,272,272,159.2
180,18478,Wil Lutz,NO,6,27,K,K4,null,null,null,null,null,159.6
180,18993,Samaje Perine,WAS,10,26,RB,RB59,null,null,null,null,null,159.6
182,5,Carolina Panthers,CAR,13,null,DST,DST11,null,null,null,null,null,159.8
183,8,Cleveland Browns,CLE,13,null,DST,DST12,null,null,null,null,null,159.9
183,18451,Rob Kelley,WAS,null,29,RB,RB60,null,null,null,null,null,159.9
185,12831,Tyrod Taylor,CLE,10,32,QB,QB26,null,null,null,null,null,160.3
186,17939,Josh Doctson,WAS,null,29,WR,WR66,884,884,884,884,884,160.5
187,12841,Andy Dalton,CIN,6,34,QB,QB27,null,null,null,null,null,160.6
188,19912,Nyheim Hines,IND,14,25,RB,RB61,null,null,null,null,null,160.8
189,90,Seattle Seahawks,SEA,9,null,DST,DST13,null,null,null,null,null,161.2
190,16146,Martavis Bryant,LV,null,30,WR,WR67,null,null,null,null,null,161.5
191,3943,DeSean Jackson,TB,null,35,WR,WR68,188,188,188,188,188,161.8
191,19865,James Washington,PIT,7,26,WR,WR69,null,null,null,null,null,161.8
193,9906,Danny Amendola,MIA,null,36,WR,WR70,249,249,249,249,249,161.9
194,21,New England Patriots,NE,14,null,DST,DST14,null,null,null,null,null,162
194,16797,T.J. Yeldon,JAX,null,28,RB,RB62,null,null,null,null,null,162
196,16608,Austin Seferian-Jenkins,JAX,null,29,TE,TE19,null,null,null,null,null,162.1
197,18957,D'Onta Foreman,HOU,13,26,RB,RB63,null,null,null,null,null,162.3
198,19041,Jake Elliott,PHI,14,27,K,K5,null,null,null,null,null,162.8
199,19410,Ricky Seals-Jones,ARI,10,27,TE,TE20,null,null,null,null,null,163.3
200,19917,Antonio Callaway,CLE,null,25,WR,WR71,1206,1206,1206,1206,1206,163.5
201,28,Pittsburgh Steelers,PIT,7,null,DST,DST15,null,null,null,null,null,163.8
202,19800,Courtland Sutton,DEN,11,26,WR,WR72,null,null,null,null,null,164.3
203,15694,Case Keenum,DEN,7,34,QB,QB28,null,null,null,null,null,164.6
203,12109,Ted Ginn Jr.,NO,null,37,WR,WR73,null,null,null,null,null,164.6
205,19989,Daniel Carlson,MIN,8,27,K,K6,null,null,null,null,null,164.9
205,5820,Frank Gore,MIA,null,38,RB,RB64,null,null,null,null,null,164.9
205,11182,Eric Decker,NE,null,35,WR,WR74,null,null,null,null,null,164.9
208,16694,Paul Richardson,WAS,null,30,WR,WR75,null,null,null,null,null,165
209,19790,Baker Mayfield,CLE,13,27,QB,QB29,null,null,null,null,null,165.1
210,19562,Austin Ekeler,LAC,7,26,RB,RB65,null,null,null,null,null,165.2
211,19957,John Kelly,LAR,13,25,RB,RB66,null,null,null,null,null,165.3
212,19812,Sam Darnold,NYJ,13,24,QB,QB30,null,null,null,null,null,165.5
212,17048,Tyrell Williams,LAC,null,30,WR,WR76,172,172,172,172,172,165.5
212,19815,Christian Kirk,ARI,7,25,WR,WR77,null,null,null,null,null,165.5
215,11667,Brandon Marshall,SEA,null,38,WR,WR78,null,null,null,null,null,165.7
216,19853,Mike Gesicki,MIA,14,26,TE,TE21,null,null,null,null,null,165.9
217,16593,Cameron Brate,TB,9,30,TE,TE22,null,null,null,null,null,166
218,16063,Quincy Enunwa,NYJ,null,29,WR,WR79,null,null,null,null,null,166.2
219,55,Kansas City Chiefs,KC,12,null,DST,DST16,null,null,null,null,null,166.4
220,19843,Hayden Hurst,BAL,10,28,TE,TE23,null,null,null,null,null,166.5
221,2,Atlanta Falcons,ATL,6,null,DST,DST17,null,null,null,null,null,166.6
222,16112,Jeremy Hill,NE,null,29,RB,RB67,null,null,null,null,null,166.8
222,15261,Spencer Ware,KC,null,30,RB,RB68,null,null,null,null,null,166.8
224,19073,Harrison Butker,KC,12,26,K,K7,null,null,null,null,null,167.2
225,1,Arizona Cardinals,ARI,12,null,DST,DST18,null,null,null,null,null,167.3
226,13788,Rishard Matthews,TEN,null,32,WR,WR80,null,null,null,null,null,167.6
227,611,Joe Flacco,BAL,6,37,QB,QB31,null,null,null,null,null,168.7
228,16191,Chris Boswell,PIT,7,31,K,K8,null,null,null,null,null,168.9
229,1694,Mason Crosby,GB,13,37,K,K9,null,null,null,null,null,169
230,3388,Matt Bryant,ATL,null,46,K,K10,null,null,null,null,null,169.3
231,549,Matt Prater,DET,12,37,K,K11,null,null,null,null,null,169.4
232,3253,Sebastian Janikowski,SEA,null,44,K,K12,null,null,null,null,null,171
233,13109,Dan Bailey,DAL,null,34,K,K13,null,null,null,null,null,171.2
234,1410,Robbie Gould,SF,6,39,K,K14,null,null,null,null,null,171.3
234,34,Tennessee Titans,TEN,13,null,DST,DST19,null,null,null,null,null,171.3
236,14996,Brandon McManus,DEN,11,30,K,K15,null,null,null,null,null,171.7
237,3258,Adam Vinatieri,IND,null,49,K,K16,null,null,null,null,null,172.5
238,11,Detroit Lions,DET,9,null,DST,DST20,null,null,null,null,null,172.8
239,14740,Kai Forbath,MIN,null,34,K,K17,null,null,null,null,null,173.4
240,10333,Graham Gano,CAR,10,35,K,K18,null,null,null,null,null,174
241,97,Washington Commanders,WAS,9,null,DST,DST21,null,null,null,null,null,176
242,12,Green Bay Packers,GB,13,null,DST,DST22,null,null,null,null,null,177
243,15088,Terrance Williams,DAL,null,32,WR,WR81,null,null,null,null,null,178
244,48,Dallas Cowboys,DAL,7,null,DST,DST23,null,null,null,null,null,180
244,8529,Mike Wallace,PHI,null,35,WR,WR82,null,null,null,null,null,180
246,16411,Ryan Grant,IND,null,31,WR,WR83,null,null,null,null,null,181
247,16308,Albert Wilson,MIA,null,29,WR,WR84,243,243,243,243,243,182
248,83,Las Vegas Raiders,LV,8,null,DST,DST24,null,null,null,null,null,183
249,64,Miami Dolphins,MIA,14,null,DST,DST25,null,null,null,null,null,184
249,18926,Zay Jones,BUF,7,27,WR,WR85,null,null,null,null,null,184
251,7,Cincinnati Bengals,CIN,10,null,DST,DST26,null,null,null,null,null,185
251,11463,Brandon LaFell,LV,null,35,WR,WR86,null,null,null,null,null,185
253,93,San Francisco 49ers,SF,6,null,DST,DST27,null,null,null,null,null,186
254,14,Indianapolis Colts,IND,14,null,DST,DST28,null,null,null,null,null,187
255,37,Buffalo Bills,BUF,7,null,DST,DST29,null,null,null,null,null,188
256,95,Tampa Bay Buccaneers,TB,9,null,DST,DST30,null,null,null,null,null,189
256,16141,Willie Snead IV,BAL,null,29,WR,WR87,null,null,null,null,null,189
258,82,New York Jets,NYJ,6,null,DST,DST31,null,null,null,null,null,190
259,13799,Ryan Tannehill,MIA,13,33,QB,QB32,null,null,null,null,null,191
259,75,New York Giants,NYG,10,null,DST,DST32,null,null,null,null,null,191
261,6198,Darren Sproles,PHI,null,38,RB,RB69,null,null,null,null,null,194
262,13887,Travis Benjamin,LAC,null,32,WR,WR88,498,498,498,498,498,195
263,19897,Tre'Quan Smith,NO,6,26,WR,WR89,null,null,null,null,null,197
264,15126,Theo Riddick,DET,null,30,RB,RB70,693,693,693,693,693,199
265,13957,Kendall Wright,MIN,null,32,WR,WR90,null,null,null,null,null,201
266,13693,Terrelle Pryor,NYJ,null,32,WR,WR91,null,null,null,null,null,202
267,14749,Jermaine Kearse,NYJ,null,32,WR,WR92,null,null,null,null,null,203
268,19109,Elijah McGuire,NYJ,null,27,RB,RB71,null,null,null,null,null,204
269,16919,J.J. Nelson,ARI,null,30,WR,WR93,null,null,null,null,null,208
270,16326,Seth Roberts,LV,null,31,WR,WR94,null,null,null,null,null,212
271,14141,Cole Beasley,DAL,null,33,WR,WR95,152.6,152.6,152.6,152.6,152.6,214
272,16276,Bennie Fowler,CHI,null,30,WR,WR96,746,746,746,746,746,215
273,14352,Travaris Cadet,BUF,null,33,RB,RB72,null,null,null,null,null,218
274,16129,Taylor Gabriel,CHI,null,31,WR,WR97,null,null,null,null,null,221
275,18361,Chester Rogers,IND,null,28,WR,WR98,291,291,291,291,291,222
276,19064,Trent Taylor,SF,10,28,WR,WR99,null,null,null,null,null,223
277,17290,Adam Humphries,TB,null,28,WR,WR100,228,228,228,228,228,224
278,19085,De'Angelo Henderson,DEN,null,29,RB,RB73,null,null,null,null,null,226
279,16886,Javorius Allen,BAL,null,30,RB,RB74,null,null,null,null,null,228
280,19763,Josh Rosen,ARI,null,25,QB,QB33,546,546,546,546,546,229
281,18928,Curtis Samuel,CAR,9,25,WR,WR101,null,null,null,null,null,230
282,17197,Corey Grant,JAX,null,30,RB,RB75,null,null,null,null,null,231
283,18690,Jalen Richard,LV,null,28,RB,RB76,null,null,null,null,null,232
284,19919,Chase Edmonds,ARI,14,26,RB,RB77,null,null,null,null,null,233
285,16609,Charles Sims,TB,null,31,RB,RB78,null,null,null,null,null,235
286,17360,Rod Smith,DAL,null,30,RB,RB79,null,null,null,null,null,236
287,19937,Keke Coutee,HOU,14,25,WR,WR102,null,null,null,null,null,237
288,19816,DJ Chark Jr.,JAX,9,25,WR,WR103,null,null,null,null,null,238
289,16887,Mike Davis,SEA,6,29,RB,RB80,null,null,null,null,null,239
290,18996,Wayne Gallman,NYG,null,27,RB,RB81,150.4,150.4,150.4,150.4,150.4,240
